date,team1,team2,neutral,world_cup,rank_diff,score_diff,result
2018-08-18,Australia,New Zealand,0,0,-4,-25,-1
2018-08-25,New Zealand,Australia,0,0,4,28,1
2018-08-25,Argentina,South Africa,0,0,-4,13,1
2018-09-08,New Zealand,Argentina,0,0,8,22,1
2018-09-08,Australia,South Africa,0,0,2,5,1
2018-09-15,New Zealand,South Africa,0,0,6,-2,-1
2018-09-15,Australia,Argentina,0,0,4,-4,-1
2018-09-29,Argentina,New Zealand,0,0,-8,-18,-1
2018-09-29,South Africa,Australia,0,0,2,11,1
2018-10-06,Uruguay,Canada,0,0,5,14,1
2018-10-06,South Africa,New Zealand,0,0,-4,-2,-1
2018-10-06,Argentina,Australia,0,0,-2,-11,-1
2018-10-27,New Zealand,Australia,1,0,6,17,1
2018-11-03,Wales,Scotland,0,0,3,11,1
2018-11-03,Japan,New Zealand,0,0,-10,-38,-1
2018-11-03,Ireland,Italy,1,0,12,47,1
2018-11-03,England,South Africa,0,0,1,1,1
2018-11-10,England,New Zealand,0,0,-3,-1,-1
2018-11-10,Ireland,Argentina,0,0,7,11,1
2018-11-10,France,South Africa,0,0,-3,-3,-1
2018-11-10,Samoa,USA,0,0,-1,-1,-1
2018-11-10,Scotland,Fiji,0,0,3,37,1
2018-11-10,Romania,Portugal,0,0,7,30,1
2018-11-10,Wales,Australia,0,0,3,3,1
2018-11-17,France,Argentina,0,0,1,15,1
2018-11-17,Italy,Australia,0,0,-6,-19,-1
2018-11-17,Scotland,South Africa,0,0,-1,-6,-1
2018-11-17,Georgia,Samoa,0,0,3,8,1
2018-11-17,Chile,New Zealand,0,0,-29,-73,-1
2018-11-17,Fiji,Uruguay,0,0,8,61,1
2018-11-17,England,Japan,0,0,7,20,1
2018-11-17,Wales,Tonga,0,0,9,50,1
2018-11-17,Spain,Namibia,0,0,2,21,1
2018-11-17,Romania,USA,0,0,-1,-26,-1
2018-11-17,Ireland,New Zealand,0,0,-1,7,1
2018-11-24,Georgia,Tonga,0,0,-3,11,1
2018-11-24,Wales,South Africa,0,0,2,9,1
2018-11-24,Italy,New Zealand,0,0,-13,-63,-1
2018-11-24,Romania,Uruguay,0,0,1,-7,-1
2018-11-24,Spain,Samoa,0,0,-4,-18,-1
2018-11-24,Russia,Japan,0,0,-8,-5,-1
2018-11-24,France,Fiji,0,0,2,-7,-1
2018-11-24,Scotland,Argentina,0,0,2,5,1
2018-11-24,England,Australia,0,0,2,19,1
2019-02-01,France,Wales,0,0,-6,-5,-1
2019-02-02,Chile,USA,0,0,-17,-63,-1
2019-02-02,Scotland,Italy,0,0,8,13,1
2019-02-02,Ireland,England,0,0,2,-12,-1
2019-02-03,Uruguay,Canada,0,0,3,3,1
2019-02-08,Uruguay,Chile,0,0,12,15,1
2019-02-09,Scotland,Ireland,0,0,-5,-9,-1
2019-02-09,Italy,Wales,0,0,-11,-11,-1
2019-02-09,Romania,Georgia,0,0,-5,-9,-1
2019-02-10,England,France,0,0,7,36,1
2019-02-17,Georgia,Spain,0,0,8,14,1
2019-02-23,Canada,Chile,0,0,8,56,1
2019-02-23,France,Scotland,0,0,-3,17,1
2019-02-23,Wales,England,0,0,-1,8,1
2019-02-24,Italy,Ireland,0,0,-13,-10,-1
2019-03-02,Belgium,Georgia,0,0,-11,-40,-1
2019-03-03,Spain,Romania,0,0,-2,3,1
2019-03-03,USA,Uruguay,0,0,4,-7,-1
2019-03-09,Scotland,Wales,0,0,-4,-7,-1
2019-03-09,Netherlands,Portugal,0,0,3,-13,-1
2019-03-09,England,Italy,0,0,10,43,1
2019-03-09,Romania,Russia,0,0,-2,2,1
2019-03-10,Ireland,France,0,0,6,12,1
2019-03-16,England,Scotland,0,0,3,0,0
2019-03-16,Italy,France,0,0,-6,-11,-1
2019-03-16,Wales,Ireland,0,0,-1,18,1
2019-03-17,Russia,Georgia,0,0,-8,-16,-1
2019-03-17,Belgium,Romania,0,0,-7,-26,-1
2019-06-04,Uruguay,Russia,0,0,4,22,1
2019-06-09,Uruguay,Namibia,0,0,7,-2,-1
2019-06-15,Namibia,Russia,0,0,-1,-20,-1
2019-07-20,Argentina,New Zealand,0,0,-9,-4,-1
2019-07-20,South Africa,Australia,0,0,1,18,1
2019-07-27,New Zealand,South Africa,0,0,4,0,0
2019-07-27,Tonga,Samoa,0,0,3,-8,-1
2019-07-27,Fiji,Japan,0,0,2,-13,-1
2019-07-27,Australia,Argentina,0,0,4,6,1
2019-08-03,USA,Samoa,0,0,1,3,1
2019-08-03,Tonga,Japan,0,0,-3,-34,-1
2019-08-03,Fiji,Canada,0,0,12,25,1
2019-08-09,Tonga,Canada,0,0,6,10,1
2019-08-10,Australia,New Zealand,0,0,-5,21,1
2019-08-10,Fiji,Samoa,0,0,7,7,1
2019-08-10,USA,Japan,0,0,-2,-14,-1
2019-08-10,Ireland,Italy,0,0,11,19,1
2019-08-10,Argentina,South Africa,0,0,-6,-33,-1
2019-08-11,England,Wales,0,0,-3,14,1
2019-08-17,New Zealand,Australia,0,0,5,36,1
2019-08-17,Wales,England,0,0,2,7,1
2019-08-17,France,Scotland,0,0,-1,29,1
2019-08-17,South Africa,Argentina,0,0,6,6,1
2019-08-24,England,Ireland,0,0,-2,42,1
2019-08-24,Scotland,France,0,0,-1,3,1
2019-08-30,France,Italy,0,0,5,28,1
2019-08-31,Wales,Ireland,0,0,3,-5,-1
2019-09-06,England,Italy,0,0,10,37,1
2019-09-07,Ireland,Wales,0,0,2,9,1
2019-09-20,Japan,Russia,0,1,10,20,1
2019-09-21,Australia,Fiji,1,1,3,18,1
2019-09-21,France,Argentina,1,1,3,2,1
2019-09-21,New Zealand,South Africa,1,1,2,10,1
2019-09-22,England,Tonga,1,1,12,32,1
2019-09-22,Ireland,Scotland,1,1,6,24,1
2019-09-23,Wales,Georgia,1,1,8,29,1
2019-09-24,Russia,Samoa,1,1,-4,-25,-1
2019-09-25,Fiji,Uruguay,1,1,9,-3,-1
2019-09-28,Japan,Ireland,0,1,-7,7,1
2019-09-28,South Africa,Namibia,1,1,18,54,1
2019-09-28,Argentina,Tonga,1,1,4,16,1
2019-09-29,Australia,Wales,1,1,-2,-4,-1
2019-09-29,Georgia,Uruguay,1,1,7,26,1
2019-09-30,Scotland,Samoa,1,1,6,34,1
2019-10-03,Georgia,Fiji,1,1,1,-35,-1
2019-10-04,South Africa,Italy,1,1,9,46,1
2019-10-05,Japan,Samoa,0,1,7,19,1
2019-10-05,England,Argentina,1,1,7,29,1
2019-10-05,Australia,Uruguay,1,1,12,35,1
2019-10-06,New Zealand,Namibia,1,1,22,62,1
2019-10-06,France,Tonga,1,1,9,2,1
2019-10-09,Wales,Fiji,1,1,9,12,1
2019-10-11,Australia,Georgia,1,1,8,19,1
2019-10-12,Ireland,Samoa,1,1,11,42,1
2019-10-13,USA,Tonga,1,1,3,-12,-1
2019-10-13,Japan,Scotland,0,1,1,7,1
2019-10-13,Wales,Uruguay,1,1,16,22,1
2019-10-19,England,Australia,1,1,3,24,1
2019-10-19,New Zealand,Ireland,1,1,3,32,1
2019-10-20,Japan,South Africa,0,1,-2,-23,-1
2019-10-20,Wales,France,1,1,6,1,1
2019-10-26,England,New Zealand,1,1,-1,12,1
2019-10-27,Wales,South Africa,1,1,1,-3,-1
2019-11-01,New Zealand,Wales,1,1,1,23,1
2019-11-02,England,South Africa,1,1,1,-20,-1
2020-02-01,Wales,Italy,0,0,8,42,1
2020-02-01,Georgia,Romania,0,0,5,28,1
2020-02-01,Portugal,Belgium,0,0,3,6,1
2020-02-01,Ireland,Scotland,0,0,4,7,1
2020-02-02,France,England,0,0,-4,7,1
2020-02-08,Scotland,England,0,0,-6,-7,-1
2020-02-08,Ireland,Wales,0,0,-1,10,1
2020-02-08,Portugal,Romania,0,0,-3,11,1
2020-02-09,France,Italy,0,0,6,13,1
2020-02-09,Spain,Georgia,0,0,-3,-13,-1
2020-02-22,Georgia,Belgium,0,0,15,72,1
2020-02-22,Romania,Spain,0,0,-3,17,1
2020-02-22,Wales,France,0,0,1,-4,-1
2020-02-22,Russia,Portugal,0,0,-5,1,1
2020-02-22,Italy,Scotland,0,0,-4,-17,-1
2020-02-23,England,Ireland,0,0,1,12,1
2020-03-07,Russia,Romania,0,0,-5,7,1
2020-03-07,Portugal,Georgia,0,0,-8,-15,-1
2020-03-07,England,Wales,0,0,3,3,1
2020-03-08,Scotland,France,0,0,-3,11,1
2020-10-11,New Zealand,Australia,0,0,5,0,0
2020-10-18,New Zealand,Australia,0,0,3,20,1
2020-10-21,Uruguay,Chile,0,0,12,-1,-1
2020-10-23,Scotland,Georgia,0,0,4,41,1
2020-10-24,Ireland,Italy,0,0,10,33,1
2020-10-24,France,Wales,0,0,1,17,1
2020-10-31,Wales,Scotland,0,0,1,-4,-1
2020-10-31,France,Ireland,0,0,-1,8,1
2020-10-31,Italy,England,0,0,-11,-29,-1
2020-10-31,Australia,New Zealand,0,0,-4,-38,-1
2020-11-06,Uruguay,Spain,0,0,-2,9,1
2020-11-07,Australia,New Zealand,0,0,-4,2,1
2020-11-13,Ireland,Wales,0,0,3,23,1
2020-11-14,New Zealand,Argentina,1,0,8,-10,-1
2020-11-14,Italy,Scotland,0,0,-7,-11,-1
2020-11-14,England,Georgia,0,0,9,40,1
2020-11-15,France,Fiji,0,0,7,28,1
2020-11-21,England,Ireland,0,0,3,11,1
2020-11-21,Wales,Georgia,0,0,3,18,1
2020-11-21,Australia,Argentina,0,0,2,0,0
2020-11-22,Scotland,France,0,0,-3,-7,-1
2020-11-28,France,Italy,0,0,10,31,1
2020-11-28,Argentina,New Zealand,1,0,-5,-38,-1
2020-11-28,Wales,England,0,0,-7,-11,-1
2020-11-28,Scotland,Fiji,0,0,4,28,1
2020-11-29,Ireland,Georgia,0,0,7,13,1
2020-12-05,Ireland,Scotland,0,0,2,15,1
2020-12-05,Georgia,Fiji,0,0,-1,-14,-1
2020-12-05,Australia,Argentina,0,0,2,0,0
2020-12-05,Wales,Italy,0,0,5,20,1
2020-12-06,England,France,0,0,2,3,1
2021-02-06,England,Scotland,0,0,5,-5,-1
2021-02-06,Italy,France,0,0,-10,-40,-1
2021-02-07,Wales,Ireland,0,0,-4,5,1
2021-02-07,Spain,Portugal,0,0,3,14,1
2021-02-07,Georgia,Russia,0,0,9,9,1
2021-02-07,Romania,Belgium,0,0,8,28,1
2021-02-13,Scotland,Wales,0,0,1,-1,-1
2021-02-13,England,Italy,0,0,11,23,1
2021-02-14,Ireland,France,0,0,-1,-2,-1
2021-02-27,Italy,Ireland,0,0,-8,-38,-1
2021-02-27,Wales,England,0,0,-4,16,1
2021-03-06,Portugal,Georgia,0,0,-8,-13,-1
2021-03-06,Russia,Romania,0,0,-2,5,1
2021-03-13,Italy,Wales,0,0,-10,-41,-1
2021-03-13,England,France,0,0,-1,3,1
2021-03-13,Portugal,Romania,0,0,-2,-1,-1
2021-03-14,Scotland,Ireland,0,0,-1,-3,-1
2021-03-14,Spain,Georgia,0,0,-5,-6,-1
2021-03-20,Scotland,Italy,0,0,6,42,1
2021-03-20,Russia,Georgia,0,0,-8,-17,-1
2021-03-20,Romania,Spain,0,0,-1,6,1
2021-03-20,Ireland,England,0,0,-3,14,1
2021-03-20,France,Wales,0,0,1,2,1
2021-03-26,France,Scotland,0,0,6,-4,-1
2021-03-27,Portugal,Spain,0,0,-5,15,1
2021-03-28,Georgia,Romania,0,0,6,11,1
2021-06-26,Georgia,Netherlands,0,0,12,33,1
2021-07-02,South Africa,Georgia,0,0,11,31,1
2021-07-03,New Zealand,Tonga,0,0,11,102,1
2021-07-03,Romania,Argentina,0,0,-9,-7,-1
2021-07-03,Ireland,Japan,0,0,6,8,1
2021-07-07,Australia,France,0,0,-2,2,1
2021-07-10,Wales,Argentina,0,0,3,0,0
2021-07-10,Samoa,Tonga,0,0,-1,29,1
2021-07-10,Netherlands,Portugal,0,0,-3,-33,-1
2021-07-10,New Zealand,Fiji,0,0,9,34,1
2021-07-13,Australia,France,0,0,1,-2,-1
2021-07-17,Wales,Argentina,0,0,2,22,1
2021-07-17,Australia,France,0,0,1,3,1
2021-07-17,Russia,Portugal,0,0,-1,-23,-1
2021-07-17,New Zealand,Fiji,0,0,9,47,1
2021-08-07,New Zealand,Australia,0,0,4,8,1
2021-08-14,South Africa,Argentina,0,0,6,20,1
2021-08-14,New Zealand,Australia,0,0,4,35,1
2021-08-21,South Africa,Argentina,0,0,5,19,1
2021-09-05,Australia,New Zealand,0,0,-4,-17,-1
2021-09-11,Australia,South Africa,0,0,-6,2,1
2021-09-11,Argentina,New Zealand,1,0,-4,-39,-1
2021-09-18,New Zealand,Argentina,1,0,5,23,1
2021-09-18,Australia,South Africa,0,0,-4,13,1
2021-09-25,Australia,Argentina,0,0,4,19,1
2021-09-25,New Zealand,South Africa,1,0,1,2,1
2021-10-02,Australia,Argentina,0,0,5,15,1
2021-10-02,New Zealand,South Africa,1,0,1,-2,-1
2021-10-23,Japan,Australia,0,0,-7,-9,-1
2021-10-30,Wales,New Zealand,0,0,-7,-38,-1
2021-10-30,Scotland,Tonga,0,0,8,46,1
2021-11-05,France,Argentina,0,0,2,9,1
2021-11-06,Ireland,Japan,0,0,5,55,1
2021-11-06,Spain,Fiji,0,0,-9,-30,-1
2021-11-06,Portugal,Canada,0,0,4,3,1
2021-11-06,Scotland,Australia,0,0,-4,2,1
2021-11-06,Wales,South Africa,0,0,-7,-5,-1
2021-11-06,England,Tonga,0,0,11,66,1
2021-11-06,Italy,New Zealand,0,0,-13,-38,-1
2021-11-07,Romania,Uruguay,0,0,-2,15,1
2021-11-13,Italy,Argentina,0,0,-6,-21,-1
2021-11-13,Scotland,South Africa,0,0,-5,-15,-1
2021-11-13,England,Australia,0,0,-1,17,1
2021-11-13,Romania,Netherlands,0,0,9,41,1
2021-11-13,Portugal,Japan,0,0,-9,-13,-1
2021-11-13,Ireland,New Zealand,0,0,-4,9,1
2021-11-14,Wales,Fiji,0,0,2,15,1
2021-11-14,France,Georgia,0,0,6,26,1
2021-11-20,England,South Africa,0,0,-2,1,1
2021-11-20,France,New Zealand,0,0,-4,15,1
2021-11-20,Scotland,Japan,0,0,3,9,1
2021-11-20,Romania,Tonga,0,0,-1,12,1
2021-11-20,Georgia,Fiji,0,0,-1,0,0
2021-11-20,Russia,Chile,0,0,5,-1,-1
2021-11-20,Wales,Australia,0,0,-4,1,1
2021-11-21,Ireland,Argentina,0,0,4,46,1
2021-11-26,Russia,Chile,0,0,2,-15,-1
2022-02-05,Scotland,England,0,0,-4,3,1
2022-02-05,Romania,Russia,0,0,10,9,1
2022-02-05,Ireland,Wales,0,0,4,22,1
2022-02-06,Georgia,Portugal,0,0,8,0,0
2022-02-07,France,Italy,0,0,9,27,1
2022-02-12,Wales,Scotland,0,0,-2,3,1
2022-02-12,Netherlands,Georgia,0,0,-13,-62,-1
2022-02-12,France,Ireland,0,0,-2,6,1
2022-02-12,Romania,Portugal,0,0,2,10,1
2022-02-13,Italy,England,0,0,-10,-33,-1
2022-02-26,Scotland,France,0,0,-3,-19,-1
2022-02-26,England,Wales,0,0,5,4,1
2022-02-26,Portugal,Netherlands,0,0,6,56,1
2022-02-27,Spain,Romania,0,0,-2,17,1
2022-02-27,Georgia,Russia,0,0,12,,-1
2022-02-28,Ireland,Italy,0,0,9,51,1
2022-03-11,Wales,France,0,0,-4,-4,-1
2022-03-12,Italy,Scotland,0,0,-6,-11,-1
2022-03-12,England,Ireland,0,0,1,-17,-1
2022-03-12,Romania,Georgia,0,0,-4,-3,-1
2022-03-13,Spain,Portugal,0,0,5,5,1
2022-03-19,Netherlands,Romania,0,0,-8,-26,-1
2022-03-19,Portugal,Russia,0,0,5,,-1
2022-03-19,Wales,Italy,0,0,6,-1,-1
2022-03-19,Ireland,Scotland,0,0,3,21,1
2022-03-20,Georgia,Spain,0,0,2,34,1
2022-03-20,France,England,0,0,2,12,1
2022-06-18,Japan,Uruguay,0,0,9,19,1
2022-06-25,Chile,Scotland,0,0,-16,-40,-1
2022-06-25,Japan,Uruguay,0,0,9,36,1
2022-06-25,New Zealand,Tonga,0,0,13,,-1
2022-07-02,Japan,France,0,0,-8,-19,-1
2022-07-02,New Zealand,Ireland,0,0,1,23,1
2022-07-02,South Africa,Wales,0,0,8,3,1
2022-07-02,Australia,England,0,0,-1,2,1
2022-07-02,Fiji,Tonga,0,0,5,36,1
2022-07-02,Argentina,Scotland,0,0,-1,8,1
2022-07-09,Chile,USA,0,0,-6,-1,-1
2022-07-09,Japan,France,0,0,-7,-5,-1
2022-07-09,Samoa,Tonga,0,0,2,16,1
2022-07-09,Argentina,Scotland,0,0,1,-23,-1
2022-07-09,New Zealand,Ireland,0,0,2,-11,-1
2022-07-09,Australia,England,0,0,1,-8,-1
2022-07-09,South Africa,Wales,0,0,8,-1,-1
2022-07-10,Uruguay,Romania,0,0,1,-8,-1
2022-07-16,Georgia,Portugal,0,0,7,9,1
2022-07-16,New Zealand,Ireland,0,0,-2,-10,-1
2022-07-16,South Africa,Wales,0,0,5,16,1
2022-07-16,Argentina,Scotland,0,0,-2,3,1
2022-07-16,Fiji,Samoa,0,0,2,-3,-1
2022-07-16,USA,Chile,0,0,7,-2,-1
2022-07-16,Australia,England,0,0,-1,-4,-1
2022-07-17,Uruguay,Romania,0,0,-4,6,1
2022-08-06,South Africa,New Zealand,0,0,1,16,1
2022-08-06,Argentina,Australia,0,0,-3,-15,-1
2022-08-13,Argentina,Australia,0,0,-3,31,1
2022-08-13,South Africa,New Zealand,0,0,2,-12,-1
2022-08-27,New Zealand,Argentina,0,0,5,-7,-1
2022-08-27,Australia,South Africa,0,0,-4,8,1
2022-09-03,Australia,South Africa,0,0,-3,-16,-1
2022-09-03,New Zealand,Argentina,0,0,2,50,1
2022-09-15,Australia,New Zealand,0,0,-4,-2,-1
2022-09-17,Argentina,South Africa,0,0,-3,-16,-1
2022-09-24,New Zealand,Australia,0,0,5,26,1
2022-09-24,South Africa,Argentina,0,0,5,17,1
2022-10-24,Japan,Argentina,0,0,-2,,-1
2022-10-29,Scotland,Australia,0,0,3,-1,-1
2022-10-29,Japan,New Zealand,0,0,-6,-7,-1
2022-11-05,Spain,Tonga,0,0,1,-34,-1
2022-11-05,Wales,New Zealand,0,0,-3,-32,-1
2022-11-05,Ireland,South Africa,0,0,2,3,1
2022-11-05,France,Australia,0,0,4,1,1
2022-11-05,Scotland,Fiji,0,0,3,16,1
2022-11-05,Romania,Chile,0,0,4,7,1
2022-11-06,Georgia,Uruguay,0,0,5,16,1
2022-11-06,England,Argentina,0,0,3,-1,-1
2022-11-12,Ireland,Fiji,0,0,10,18,1
2022-11-12,Spain,Namibia,0,0,7,19,1
2022-11-12,Italy,Australia,0,0,-5,1,1
2022-11-12,Wales,Argentina,0,0,-3,7,1
2022-11-12,England,Japan,0,0,5,39,1
2022-11-12,France,South Africa,0,0,2,4,1
2022-11-12,Georgia,Samoa,0,0,1,-1,-1
2022-11-12,Tonga,Chile,0,0,6,29,1
2022-11-13,Romania,Uruguay,0,0,2,-5,-1
2022-11-13,Scotland,New Zealand,0,0,-5,-8,-1
2022-11-19,Wales,Georgia,0,0,7,-1,-1
2022-11-19,Canada,Namibia,0,0,2,-6,-1
2022-11-19,Romania,Samoa,0,0,-8,-22,-1
2022-11-19,England,New Zealand,0,0,-2,0,0
2022-11-19,Ireland,Australia,0,0,7,3,1
2022-11-19,Italy,South Africa,0,0,-7,-42,-1
2022-11-19,Tonga,Uruguay,0,0,1,24,1
2022-11-20,France,Japan,0,0,8,18,1
2022-11-26,England,South Africa,0,0,-1,-14,-1
2022-11-26,Wales,Australia,0,0,-1,-5,-1
2023-02-04,England,Scotland,0,0,2,-6,-1
2023-02-04,Wales,Ireland,0,0,-8,-24,-1
2023-02-05,Italy,France,0,0,-10,-5,-1
2023-02-11,Scotland,Wales,0,0,4,28,1
2023-02-11,Ireland,France,0,0,1,13,1
2023-02-12,England,Italy,0,0,6,17,1
2023-02-25,Wales,England,0,0,-3,-10,-1
2023-02-25,Italy,Ireland,0,0,-12,-14,-1
2023-02-26,France,Scotland,0,0,3,11,1
2023-03-11,England,France,0,0,-4,-43,-1
2023-03-11,Italy,Wales,0,0,-3,-12,-1
2023-03-12,Scotland,Ireland,0,0,-4,-15,-1
2023-03-18,France,Wales,0,0,7,13,1
2023-03-18,Scotland,Italy,0,0,9,12,1
2023-03-18,Ireland,England,0,0,5,13,1
2023-07-08,South Africa,Australia,0,0,3,31,1
2023-07-08,Argentina,New Zealand,0,0,-5,-29,-1
2023-07-15,New Zealand,South Africa,0,0,1,15,1
2023-07-15,Australia,Argentina,0,0,1,-3,-1
2023-07-22,Japan,Samoa,0,0,2,-2,-1
2023-07-22,Fiji,Tonga,0,0,2,16,1
2023-07-29,Samoa,Fiji,0,0,3,-14,-1
2023-07-29,Australia,New Zealand,0,0,-5,-31,-1
2023-07-29,Japan,Tonga,0,0,3,5,1
2023-07-29,Scotland,Italy,0,0,9,12,1
2023-07-29,South Africa,Argentina,0,0,3,1,1
2023-07-29,Uruguay,Chile,0,0,5,1,1
2023-08-05,Samoa,Tonga,0,0,2,25,1
2023-08-05,New Zealand,Australia,0,0,6,3,1
2023-08-05,Japan,Fiji,0,0,-2,-23,-1
2023-08-05,Scotland,France,0,0,-2,4,1
2023-08-05,Wales,England,0,0,-3,11,1
2023-08-05,Ireland,Italy,0,0,13,16,1
2023-08-05,Argentina,South Africa,0,0,-3,-11,-1
2023-08-05,Romania,USA,0,0,-1,-14,-1
2023-08-05,Uruguay,Namibia,0,0,4,8,1
2023-08-12,Georgia,Romania,0,0,8,0,0
2023-08-12,England,Wales,0,0,3,0,0
2023-08-12,France,Scotland,0,0,3,0,0
2023-08-12,Portugal,USA,0,0,1,0,0
2023-08-12,Chile,Namibia,0,0,-1,0,0
2023-08-15,Tonga,Canada,0,0,8,0,0
